,Date,"Price($,mean)",High,Low,Daily_diff($),Change%,Vol.
358,2018-11-02,9.65,9.72,9.55,0.16999999999999993,0.3,849.51K
359,2018-11-03,9.58,9.71,9.49,0.22000000000000064,-0.71,814.17K
360,2018-11-04,9.82,9.9,9.5,0.40000000000000036,2.49,934.58K
361,2018-11-05,9.73,9.83,9.66,0.16999999999999993,-0.87,836.65K
362,2018-11-06,9.86,9.88,9.67,0.21000000000000085,1.35,884.71K
363,2018-11-07,9.89,9.98,9.81,0.16999999999999993,0.25,867.19K
364,2018-11-08,9.69,9.92,9.66,0.2599999999999998,-2.04,797.78K
365,2018-11-09,9.62,9.75,9.53,0.22000000000000064,-0.75,737.30K
366,2018-11-10,9.59,9.68,9.57,0.10999999999999943,-0.27,782.36K
367,2018-11-11,9.55,9.62,9.37,0.25,-0.42,753.97K
368,2018-11-12,9.48,9.59,9.33,0.2599999999999998,-0.75,724.75K
369,2018-11-13,9.39,9.59,9.36,0.23000000000000043,-0.89,658.79K
370,2018-11-14,8.68,9.42,8.34,1.08,-7.57,671.74K
371,2018-11-15,8.38,8.73,7.8,0.9300000000000006,-3.53,821.92K
372,2018-11-16,8.01,8.38,7.86,0.5200000000000005,-4.37,902.84K
373,2018-11-17,7.85,8.02,7.69,0.3299999999999992,-2.0,752.86K
374,2018-11-18,8.08,8.14,7.83,0.3100000000000005,2.97,605.11K
375,2018-11-19,6.7,8.09,6.67,1.42,-17.05,1.05M
376,2018-11-20,5.94,6.9,5.66,1.2400000000000002,-11.38,1.63M
377,2018-11-21,6.29,6.32,5.65,0.6699999999999999,5.86,842.73K
378,2018-11-22,5.75,6.37,5.75,0.6200000000000001,-8.57,627.77K
379,2018-11-23,5.65,5.84,5.48,0.35999999999999943,-1.7,600.26K
380,2018-11-24,5.2,5.8,4.79,1.0099999999999998,-7.99,919.71K
381,2018-11-25,5.28,5.37,4.54,0.8300000000000001,1.55,1.00M
382,2018-11-26,5.04,5.4,4.76,0.6400000000000006,-4.55,852.94K
383,2018-11-27,4.99,5.04,4.71,0.33000000000000007,-1.05,702.11K
384,2018-11-28,5.35,5.46,4.99,0.46999999999999975,7.22,1.14M
385,2018-11-29,5.38,5.63,5.14,0.4900000000000002,0.57,1.02M
386,2018-11-30,5.12,5.45,4.95,0.5,-4.8,708.62K
387,2018-12-01,5.28,5.39,5.01,0.3799999999999999,3.17,924.16K
388,2018-12-02,5.28,5.43,5.2,0.22999999999999954,-0.14,852.86K
389,2018-12-03,5.13,5.29,5.01,0.28000000000000025,-2.78,674.85K
390,2018-12-04,5.89,6.35,5.1,1.25,14.89,2.24M
391,2018-12-05,6.06,6.62,5.73,0.8899999999999997,2.83,4.21M
392,2018-12-06,4.9,6.1,4.9,1.1999999999999993,-19.08,3.03M
393,2018-12-07,4.52,4.98,4.13,0.8500000000000005,-7.9,2.25M
394,2018-12-08,4.63,4.8,4.3,0.5,2.45,1.26M
395,2018-12-09,4.77,5.0,4.52,0.4800000000000004,3.01,1.51M
396,2018-12-10,4.63,4.94,4.49,0.4500000000000002,-2.9,928.56K
397,2018-12-11,4.75,4.87,4.5,0.3700000000000001,2.67,1.18M
398,2018-12-12,4.98,5.14,4.74,0.39999999999999947,4.72,1.20M
399,2018-12-13,4.64,4.99,4.56,0.4300000000000006,-6.77,1.00M
400,2018-12-14,4.52,4.75,4.43,0.3200000000000003,-2.58,946.23K
401,2018-12-15,4.55,4.6,4.45,0.14999999999999947,0.65,969.29K
402,2018-12-16,4.62,4.7,4.51,0.1900000000000004,1.5,1.07M
403,2018-12-17,5.05,5.12,4.6,0.5200000000000005,9.33,1.51M
404,2018-12-18,5.54,5.54,4.91,0.6299999999999999,9.7,1.91M
405,2018-12-19,5.36,5.83,5.29,0.54,-3.2,1.80M
406,2018-12-20,5.66,5.79,5.24,0.5499999999999998,5.65,2.16M
407,2018-12-21,5.47,5.78,5.32,0.45999999999999996,-3.38,1.59M
408,2018-12-22,5.83,5.88,5.39,0.4900000000000002,6.66,1.77M
409,2018-12-23,5.96,6.13,5.77,0.3600000000000003,2.13,1.88M
410,2018-12-24,6.1,6.47,5.93,0.54,2.37,2.06M
411,2018-12-25,5.44,6.1,5.32,0.7799999999999994,-10.78,1.44M
412,2018-12-26,5.6,5.68,5.38,0.2999999999999998,2.89,1.35M
413,2018-12-27,5.17,5.65,5.1,0.5500000000000007,-7.69,1.15M
414,2018-12-28,5.88,5.89,5.11,0.7799999999999994,13.7,1.50M
415,2018-12-29,5.65,5.99,5.61,0.3799999999999999,-3.87,1.23M
416,2018-12-30,5.89,5.9,5.56,0.34000000000000075,4.34,1.40M
417,2018-12-31,6.11,6.24,5.84,0.40000000000000036,3.56,2.38M
418,2019-01-01,5.99,6.12,5.78,0.33999999999999986,-1.82,1.42M
419,2019-01-02,6.05,6.09,5.85,0.2400000000000002,0.89,2.13M
420,2019-01-03,5.79,6.06,5.78,0.27999999999999936,-4.19,1.53M
421,2019-01-04,5.96,5.99,5.75,0.2400000000000002,2.86,1.66M
422,2019-01-05,5.97,6.1,5.93,0.16999999999999993,0.11,1.63M
423,2019-01-06,6.26,6.37,5.93,0.4400000000000004,4.95,2.51M
424,2019-01-07,6.2,6.31,6.1,0.20999999999999996,-0.98,1.68M
425,2019-01-08,6.52,6.8,6.14,0.6600000000000001,5.08,3.95M
426,2019-01-09,6.56,6.85,6.35,0.5,0.61,4.17M
427,2019-01-10,5.8,6.57,5.66,0.9100000000000001,-11.47,3.35M
428,2019-01-11,5.96,6.12,5.69,0.4299999999999997,2.68,2.56M
429,2019-01-12,5.86,5.96,5.8,0.16000000000000014,-1.63,1.75M
430,2019-01-13,5.47,5.89,5.38,0.5099999999999998,-6.71,1.42M
431,2019-01-14,6.06,6.06,5.46,0.5999999999999996,10.78,2.33M
432,2019-01-15,5.81,6.06,5.68,0.3799999999999999,-4.11,1.37M
433,2019-01-16,6.09,6.18,5.78,0.39999999999999947,4.85,2.16M
434,2019-01-17,6.32,6.32,5.96,0.3600000000000003,3.77,2.31M
435,2019-01-18,6.48,6.58,6.22,0.3600000000000003,2.51,2.50M
436,2019-01-19,6.53,6.64,6.24,0.39999999999999947,0.79,2.27M
437,2019-01-20,6.4,6.63,6.24,0.3899999999999997,-2.06,1.78M
438,2019-01-21,6.47,6.51,6.29,0.21999999999999975,1.19,1.85M
439,2019-01-22,6.48,6.5,6.26,0.2400000000000002,0.09,1.86M
440,2019-01-23,6.49,6.52,6.35,0.16999999999999993,0.24,1.93M
441,2019-01-24,6.46,6.49,6.39,0.10000000000000053,-0.58,1.51M
442,2019-01-25,6.68,6.75,6.44,0.3099999999999996,3.46,2.58M
443,2019-01-26,6.95,6.98,6.62,0.3600000000000003,3.99,2.74M
444,2019-01-27,7.04,7.2,6.79,0.41000000000000014,1.32,2.78M
445,2019-01-28,6.15,7.14,5.97,1.17,-12.58,4.95M
446,2019-01-29,6.14,6.26,5.99,0.2699999999999996,-0.2,2.96M
447,2019-01-30,6.13,6.2,6.0,0.20000000000000018,-0.09,2.24M
448,2019-01-31,6.22,6.26,5.96,0.2999999999999998,1.39,2.27M
449,2019-02-01,6.52,6.64,6.12,0.5199999999999996,4.87,2.94M
450,2019-02-02,6.87,6.9,6.49,0.41000000000000014,5.31,3.25M
451,2019-02-03,6.79,6.9,6.62,0.28000000000000025,-1.18,3.09M
452,2019-02-04,7.11,7.18,6.69,0.4899999999999993,4.69,3.31M
453,2019-02-05,7.86,7.96,6.96,1.0,10.54,4.15M
454,2019-02-06,8.13,8.48,7.34,1.1400000000000006,3.48,5.82M
455,2019-02-07,7.81,8.47,7.68,0.7900000000000009,-3.88,4.35M
456,2019-02-08,8.59,8.8,7.61,1.1900000000000004,9.92,4.96M
457,2019-02-09,8.9,8.92,8.44,0.4800000000000004,3.58,5.44M
458,2019-02-10,9.16,9.29,8.83,0.4599999999999991,2.96,5.75M
459,2019-02-11,9.53,9.78,9.04,0.7400000000000002,4.02,6.04M
460,2019-02-12,9.28,9.75,8.94,0.8100000000000005,-2.63,4.94M
461,2019-02-13,8.92,9.28,8.71,0.5699999999999985,-3.85,4.00M
462,2019-02-14,8.75,9.04,8.41,0.629999999999999,-1.92,2.80M
463,2019-02-15,9.25,9.49,8.73,0.7599999999999998,5.73,3.32M
464,2019-02-16,9.1,9.32,9.06,0.2599999999999998,-1.63,2.50M
465,2019-02-17,9.22,9.22,8.91,0.3100000000000005,1.33,2.46M
466,2019-02-18,9.61,9.7,9.18,0.5199999999999996,4.2,2.81M
467,2019-02-19,10.47,11.11,9.5,1.6099999999999994,8.95,4.90M
468,2019-02-20,10.94,11.27,10.4,0.8699999999999992,4.5,4.34M
469,2019-02-21,10.47,10.94,10.14,0.7999999999999989,-4.24,3.08M
470,2019-02-22,10.76,10.96,10.39,0.5700000000000003,2.71,3.04M
471,2019-02-23,10.73,10.85,10.4,0.4499999999999993,-0.3,2.88M
472,2019-02-24,9.93,11.08,9.4,1.6799999999999997,-7.43,4.80M
473,2019-02-25,9.69,10.23,9.35,0.8800000000000008,-2.38,5.35M
474,2019-02-26,9.43,9.75,9.36,0.39000000000000057,-2.72,3.12M
475,2019-02-27,9.85,10.0,9.35,0.6500000000000004,4.5,3.53M
476,2019-02-28,10.27,10.49,9.8,0.6899999999999995,4.26,3.69M
477,2019-03-01,11.35,11.55,10.24,1.3100000000000005,10.45,4.02M
478,2019-03-02,11.75,11.8,10.83,0.9700000000000006,3.56,3.89M
479,2019-03-03,11.45,11.86,11.2,0.6600000000000001,-2.58,2.86M
480,2019-03-04,11.41,11.51,10.88,0.629999999999999,-0.29,2.74M
481,2019-03-05,13.65,13.74,11.4,2.34,19.61,8.34M
482,2019-03-06,14.58,14.64,12.9,1.7400000000000002,6.78,6.16M
483,2019-03-07,15.1,15.52,14.35,1.17,3.59,6.76M
484,2019-03-08,14.29,15.21,13.58,1.6300000000000008,-5.36,6.34M
485,2019-03-09,14.47,14.92,13.98,0.9399999999999995,1.23,4.00M
486,2019-03-10,14.37,14.51,13.87,0.6400000000000006,-0.66,3.53M
487,2019-03-11,14.41,14.9,14.01,0.8900000000000006,0.26,3.76M
488,2019-03-12,15.34,15.43,14.18,1.25,6.48,4.05M
489,2019-03-13,15.02,15.37,14.94,0.4299999999999997,-2.09,3.28M
490,2019-03-14,14.9,15.08,14.57,0.5099999999999998,-0.78,3.08M
491,2019-03-15,14.94,15.19,14.85,0.33999999999999986,0.22,2.99M
492,2019-03-16,15.95,16.0,14.88,1.1199999999999992,6.81,3.29M
493,2019-03-17,15.62,15.96,15.44,0.5200000000000014,-2.09,3.10M
494,2019-03-18,15.54,15.79,15.23,0.5599999999999987,-0.51,2.48M
495,2019-03-19,15.51,15.8,15.0,0.8000000000000007,-0.21,4.27M
496,2019-03-20,15.13,15.51,15.02,0.4900000000000002,-2.42,2.37M
497,2019-03-21,14.35,15.3,13.9,1.4000000000000004,-5.16,3.02M
498,2019-03-22,15.15,15.22,14.23,0.9900000000000002,5.6,2.69M
499,2019-03-23,15.15,15.44,14.96,0.47999999999999865,-0.04,2.63M
500,2019-03-24,17.13,17.45,14.68,2.7699999999999996,13.08,5.29M
501,2019-03-25,16.79,17.34,16.11,1.2300000000000004,-1.96,2.77M
502,2019-03-26,16.18,16.79,15.56,1.2299999999999986,-3.64,2.73M
503,2019-03-27,16.58,16.8,15.89,0.9100000000000001,2.46,3.24M
504,2019-03-28,16.65,16.72,16.41,0.3099999999999987,0.44,2.99M
505,2019-03-29,16.49,16.81,16.38,0.4299999999999997,-0.98,2.74M
506,2019-03-30,16.97,16.97,15.97,0.9999999999999982,2.89,2.79M
507,2019-03-31,17.53,17.72,16.75,0.9699999999999989,3.32,3.18M
508,2019-04-01,17.91,18.23,17.34,0.8900000000000006,2.15,2.97M
509,2019-04-02,19.72,19.88,17.56,2.3200000000000003,10.09,3.36M
510,2019-04-03,18.51,20.0,18.0,2.0,-6.11,3.53M
511,2019-04-04,19.0,19.41,18.21,1.1999999999999993,2.62,2.94M
512,2019-04-05,19.36,19.46,18.88,0.5800000000000018,1.93,2.71M
513,2019-04-06,19.06,19.36,18.84,0.5199999999999996,-1.57,2.52M
514,2019-04-07,18.96,19.21,18.82,0.39000000000000057,-0.52,2.33M
515,2019-04-08,17.98,19.03,17.8,1.2300000000000004,-5.16,2.14M
516,2019-04-09,18.3,18.54,17.05,1.4899999999999984,1.79,2.78M
517,2019-04-10,18.24,18.61,17.89,0.7199999999999989,-0.33,2.56M
518,2019-04-11,17.53,18.23,16.32,1.9100000000000001,-3.87,1.81M
519,2019-04-12,18.32,18.54,16.62,1.9199999999999982,4.51,2.33M
520,2019-04-13,18.62,18.63,17.95,0.6799999999999997,1.61,2.21M
521,2019-04-14,19.38,19.9,18.43,1.4699999999999989,4.11,2.44M
522,2019-04-15,19.27,19.78,18.69,1.0899999999999999,-0.6,2.22M
523,2019-04-16,19.64,19.71,18.71,1.0,1.95,2.24M
524,2019-04-17,19.49,19.77,19.27,0.5,-0.78,2.00M
525,2019-04-18,21.88,21.99,19.43,2.5599999999999987,12.26,3.69M
526,2019-04-19,24.32,24.7,21.17,3.5299999999999976,11.15,4.25M
527,2019-04-20,24.89,25.49,23.79,1.6999999999999993,2.33,3.54M
528,2019-04-21,24.03,24.89,22.49,2.400000000000002,-3.44,3.31M
529,2019-04-22,23.78,24.61,23.18,1.4299999999999997,-1.03,3.01M
530,2019-04-23,22.55,24.6,22.48,2.120000000000001,-5.19,2.88M
531,2019-04-24,23.01,23.11,20.97,2.1400000000000006,2.04,2.96M
532,2019-04-25,22.48,23.44,21.61,1.8300000000000018,-2.3,3.12M
533,2019-04-26,23.06,23.78,21.68,2.1000000000000014,2.57,3.27M
534,2019-04-27,22.42,23.12,22.39,0.7300000000000004,-2.76,2.99M
535,2019-04-28,23.01,23.21,22.42,0.7899999999999991,2.64,3.02M
536,2019-04-29,21.67,23.08,21.34,1.7399999999999984,-5.82,2.39M
537,2019-04-30,22.04,22.3,21.34,0.9600000000000009,1.71,2.20M
538,2019-05-01,21.88,22.1,21.48,0.620000000000001,-0.74,2.07M
539,2019-05-02,23.61,24.09,21.75,2.34,7.91,2.44M
540,2019-05-03,23.7,23.97,23.02,0.9499999999999993,0.4,2.23M
541,2019-05-04,22.9,23.79,22.31,1.4800000000000004,-3.41,1.90M
542,2019-05-05,22.98,23.17,22.66,0.5100000000000016,0.39,1.79M
543,2019-05-06,22.18,22.99,21.47,1.5199999999999996,-3.49,1.77M
544,2019-05-07,20.66,22.45,20.3,2.1499999999999986,-6.86,1.81M
545,2019-05-08,20.67,21.4,19.6,1.7999999999999972,0.03,2.74M
546,2019-05-09,18.82,20.96,18.58,2.3800000000000026,-8.92,2.33M
547,2019-05-10,19.62,19.99,18.33,1.6600000000000001,4.24,2.43M
548,2019-05-11,20.85,22.0,18.89,3.1099999999999994,6.25,3.75M
549,2019-05-12,20.96,21.49,20.13,1.3599999999999994,0.53,3.23M
550,2019-05-13,23.5,23.99,20.74,3.25,12.13,4.57M
551,2019-05-14,23.64,24.49,22.62,1.8699999999999974,0.6,3.82M
552,2019-05-15,26.82,27.4,23.46,3.9399999999999977,13.45,3.43M
553,2019-05-16,26.29,27.74,25.08,2.66,-1.98,4.20M
554,2019-05-17,25.8,26.65,23.4,3.25,-1.87,3.43M
555,2019-05-18,28.87,29.1,25.13,3.9700000000000024,11.89,4.32M
556,2019-05-19,29.17,29.84,27.62,2.219999999999999,1.05,4.44M
557,2019-05-20,29.27,29.3,27.6,1.6999999999999993,0.33,3.98M
558,2019-05-21,32.41,32.7,28.06,4.640000000000004,10.75,4.71M
559,2019-05-22,31.05,32.41,30.69,1.7199999999999953,-4.2,3.80M
560,2019-05-23,31.42,32.23,30.2,2.0299999999999976,1.2,3.79M
561,2019-05-24,34.1,34.7,31.21,3.490000000000002,8.53,4.53M
562,2019-05-25,35.12,35.47,33.65,1.8200000000000003,2.97,4.18M
563,2019-05-26,33.27,35.07,32.37,2.700000000000003,-5.27,3.85M
564,2019-05-27,33.46,35.08,32.76,2.3200000000000003,0.58,3.94M
565,2019-05-28,33.12,34.49,32.5,1.990000000000002,-1.02,3.59M
566,2019-05-29,33.62,33.87,30.93,2.9399999999999977,1.5,3.64M
567,2019-05-30,31.63,34.95,30.38,4.570000000000004,-5.9,3.80M
568,2019-05-31,32.93,32.96,30.61,2.3500000000000014,4.11,3.63M
569,2019-06-01,33.3,34.32,32.53,1.7899999999999991,1.13,3.65M
570,2019-06-02,33.16,33.75,32.69,1.0600000000000023,-0.43,3.13M
571,2019-06-03,30.87,33.16,30.51,2.649999999999995,-6.91,2.85M
572,2019-06-04,29.2,31.45,28.73,2.719999999999999,-5.41,2.88M
573,2019-06-05,30.85,31.18,29.01,2.169999999999998,5.66,3.35M
574,2019-06-06,31.15,31.99,29.75,2.2399999999999984,0.99,2.99M
575,2019-06-07,31.43,31.96,30.95,1.0100000000000016,0.88,2.76M
576,2019-06-08,31.7,32.29,31.13,1.1600000000000001,0.88,3.23M
577,2019-06-09,30.15,31.84,29.77,2.0700000000000003,-4.9,2.53M
578,2019-06-10,31.99,32.0,29.75,2.25,6.09,6.26M
579,2019-06-11,31.89,32.02,31.0,1.0200000000000031,-0.32,4.84M
580,2019-06-12,34.84,34.96,31.79,3.1700000000000017,9.28,6.40M
581,2019-06-13,35.2,36.25,34.18,2.0700000000000003,1.03,6.02M
582,2019-06-14,32.42,35.25,29.93,5.32,-7.9,7.61M
583,2019-06-15,32.71,33.91,31.73,2.179999999999996,0.89,5.37M
584,2019-06-16,32.2,33.21,31.78,1.4299999999999997,-1.56,4.30M
585,2019-06-17,33.78,34.3,32.19,2.1099999999999994,4.91,7.32M
586,2019-06-18,34.5,35.05,33.69,1.3599999999999994,2.15,8.08M
587,2019-06-19,35.12,35.63,34.33,1.3000000000000043,1.79,8.71M
588,2019-06-20,36.78,36.92,34.34,2.5799999999999983,4.73,9.54M
589,2019-06-21,38.65,38.82,36.24,2.5799999999999983,5.08,5.41M
590,2019-06-22,37.96,39.54,37.45,2.0899999999999963,-1.79,5.41M
591,2019-06-23,37.25,38.46,37.23,1.230000000000004,-1.87,4.67M
592,2019-06-24,37.43,37.8,36.05,1.75,0.5,4.41M
593,2019-06-25,36.08,37.5,35.74,1.759999999999998,-3.63,3.35M
594,2019-06-26,36.02,37.94,34.52,3.4199999999999946,-0.15,4.45M
595,2019-06-27,34.42,36.28,33.28,3.0,-4.44,3.89M
596,2019-06-28,34.61,35.27,33.86,1.4100000000000037,0.56,3.35M
597,2019-06-29,35.49,35.77,33.31,2.460000000000001,2.52,4.06M
598,2019-06-30,32.11,35.51,32.05,3.460000000000001,-9.5,3.15M
599,2019-07-01,33.27,34.01,31.44,2.5699999999999967,3.61,2.82M
600,2019-07-02,31.97,33.81,30.59,3.2200000000000024,-3.94,3.02M
601,2019-07-03,32.48,33.06,31.66,1.4000000000000021,1.61,2.93M
602,2019-07-04,33.07,34.36,32.19,2.1700000000000017,1.83,3.34M
603,2019-07-05,32.6,33.64,32.42,1.2199999999999989,-1.44,2.38M
604,2019-07-06,32.61,33.18,32.53,0.6499999999999986,0.04,1.91M
605,2019-07-07,32.97,33.37,32.47,0.8999999999999986,1.11,2.05M
606,2019-07-08,33.4,34.24,32.8,1.4400000000000048,1.3,2.35M
607,2019-07-09,32.52,33.91,32.28,1.6299999999999955,-2.64,1.92M
608,2019-07-10,31.22,32.94,30.62,2.3199999999999967,-4.01,2.41M
609,2019-07-11,29.43,31.78,28.37,3.41,-5.73,2.58M
610,2019-07-12,31.88,32.59,29.03,3.5600000000000023,8.32,4.38M
611,2019-07-13,31.46,32.5,30.25,2.25,-1.31,2.67M
612,2019-07-14,28.5,31.52,28.35,3.169999999999998,-9.43,3.18M
613,2019-07-15,28.58,28.68,26.38,2.3000000000000007,0.27,4.39M
614,2019-07-16,25.06,29.52,24.95,4.57,-12.3,5.46M
615,2019-07-17,27.61,28.09,24.18,3.91,10.16,8.15M
616,2019-07-18,28.91,29.51,26.8,2.710000000000001,4.73,9.11M
617,2019-07-19,28.99,29.92,28.33,1.5900000000000034,0.27,5.86M
618,2019-07-20,31.07,31.45,28.9,2.5500000000000007,7.19,4.34M
619,2019-07-21,30.42,31.52,29.31,2.210000000000001,-2.11,3.32M
620,2019-07-22,30.84,32.54,29.79,2.75,1.37,5.16M
621,2019-07-23,29.46,30.87,29.02,1.8500000000000014,-4.47,4.04M
622,2019-07-24,28.88,29.48,27.81,1.6700000000000017,-1.95,3.58M
623,2019-07-25,28.92,29.68,28.52,1.1600000000000001,0.13,3.35M
624,2019-07-26,28.88,29.03,28.21,0.8200000000000003,-0.15,2.97M
625,2019-07-27,27.7,29.42,27.27,2.150000000000002,-4.09,2.41M
626,2019-07-28,27.72,27.86,26.66,1.1999999999999993,0.08,2.17M
627,2019-07-29,27.03,27.99,26.86,1.129999999999999,-2.49,1.80M
628,2019-07-30,26.94,27.12,26.23,0.8900000000000006,-0.32,1.87M
629,2019-07-31,27.73,27.81,26.79,1.0199999999999996,2.92,3.05M
630,2019-08-01,28.69,28.77,27.46,1.3099999999999987,3.45,3.55M
631,2019-08-02,28.1,28.73,27.57,1.1600000000000001,-2.04,2.48M
632,2019-08-03,27.74,28.33,27.53,0.7999999999999972,-1.3,1.94M
633,2019-08-04,27.38,27.8,27.13,0.6700000000000017,-1.3,1.72M
634,2019-08-05,27.97,28.32,27.35,0.9699999999999989,2.18,1.99M
635,2019-08-06,27.65,28.31,27.35,0.9599999999999973,-1.16,2.40M
636,2019-08-07,29.65,29.97,27.34,2.629999999999999,7.24,3.91M
637,2019-08-08,31.2,31.78,29.19,2.59,5.21,5.01M
638,2019-08-09,29.82,31.48,29.66,1.8200000000000003,-4.41,2.74M
639,2019-08-10,29.6,29.97,29.08,0.8900000000000006,-0.73,3.17M
640,2019-08-11,30.26,30.38,29.48,0.8999999999999986,2.22,3.42M
641,2019-08-12,30.18,30.55,29.84,0.7100000000000009,-0.25,3.48M
642,2019-08-13,29.44,30.41,29.21,1.1999999999999993,-2.45,2.94M
643,2019-08-14,27.0,29.45,26.85,2.599999999999998,-8.31,2.90M
644,2019-08-15,28.1,28.2,27.0,1.1999999999999993,4.09,3.61M
645,2019-08-16,27.5,28.1,26.85,1.25,-2.13,2.99M
646,2019-08-17,27.45,27.9,27.07,0.8299999999999983,-0.18,2.71M
647,2019-08-18,27.91,28.16,27.11,1.0500000000000007,1.65,2.98M
648,2019-08-19,28.78,29.2,27.73,1.4699999999999989,3.11,3.38M
649,2019-08-20,27.99,28.81,27.8,1.009999999999998,-2.72,2.48M
650,2019-08-21,26.95,28.04,26.42,1.6199999999999974,-3.71,2.18M
651,2019-08-22,27.02,27.32,26.31,1.0100000000000016,0.25,2.12M
652,2019-08-23,27.03,27.32,26.87,0.4499999999999993,0.02,2.20M
653,2019-08-24,26.44,27.03,26.09,0.9400000000000013,-2.16,1.73M
654,2019-08-25,26.08,26.48,25.67,0.8099999999999987,-1.39,1.92M
655,2019-08-26,26.12,27.18,25.79,1.3900000000000006,0.16,3.31M
656,2019-08-27,25.59,26.13,24.72,1.4100000000000001,-2.02,2.49M
657,2019-08-28,23.42,25.99,23.32,2.669999999999998,-8.5,2.57M
658,2019-08-29,21.84,23.42,21.4,2.020000000000003,-6.74,2.88M
659,2019-08-30,22.17,22.62,21.59,1.0300000000000011,1.53,3.21M
660,2019-08-31,21.22,22.42,21.17,1.25,-4.27,2.50M
661,2019-09-01,21.54,21.83,21.16,0.6699999999999982,1.48,2.76M
662,2019-09-02,22.77,22.88,21.2,1.6799999999999997,5.72,3.51M
663,2019-09-03,22.5,22.93,22.33,0.6000000000000014,-1.17,2.49M
664,2019-09-04,21.83,22.74,21.63,1.1099999999999994,-3.02,2.03M
665,2019-09-05,22.76,23.58,21.6,1.9799999999999969,4.3,3.80M
666,2019-09-06,22.08,23.44,21.82,1.620000000000001,-2.99,3.44M
667,2019-09-07,22.48,22.75,21.95,0.8000000000000007,1.81,2.94M
668,2019-09-08,22.59,22.83,22.29,0.5399999999999991,0.45,2.44M
669,2019-09-09,22.33,22.64,21.99,0.6500000000000021,-1.13,2.03M
670,2019-09-10,22.07,22.55,21.65,0.9000000000000021,-1.14,1.81M
671,2019-09-11,20.97,22.26,20.78,1.4800000000000004,-4.99,2.08M
672,2019-09-12,20.92,21.13,19.96,1.1699999999999982,-0.25,3.08M
673,2019-09-13,20.93,21.27,20.64,0.629999999999999,0.0,2.64M
674,2019-09-14,21.1,21.27,20.88,0.39000000000000057,0.85,2.47M
675,2019-09-15,20.6,21.2,20.6,0.5999999999999979,-2.38,2.33M
676,2019-09-16,20.46,20.97,20.19,0.7799999999999976,-0.67,2.10M
677,2019-09-17,21.08,21.5,20.29,1.2100000000000009,3.01,3.27M
678,2019-09-18,22.22,23.16,21.03,2.129999999999999,5.38,5.51M
679,2019-09-19,21.61,22.46,20.53,1.9299999999999997,-2.72,2.87M
680,2019-09-20,21.4,21.69,21.1,0.5899999999999999,-0.97,2.70M
681,2019-09-21,21.14,21.56,21.03,0.5299999999999976,-1.22,2.28M
682,2019-09-22,20.55,21.17,20.32,0.8500000000000014,-2.78,2.07M
683,2019-09-23,19.59,20.56,19.45,1.1099999999999994,-4.71,2.19M
684,2019-09-24,16.01,19.75,15.94,3.8100000000000005,-18.23,4.67M
685,2019-09-25,16.25,22.8,15.42,7.380000000000001,1.46,3.25M
686,2019-09-26,15.41,16.65,14.65,1.9999999999999982,-5.15,3.29M
687,2019-09-27,15.65,15.74,14.82,0.9199999999999999,1.52,2.63M
688,2019-09-28,15.75,15.85,15.35,0.5,0.65,2.27M
689,2019-09-29,15.27,15.81,14.95,0.8600000000000012,-3.03,2.02M
690,2019-09-30,15.84,15.85,14.79,1.0600000000000005,3.73,2.31M
691,2019-10-01,15.85,16.17,15.66,0.5100000000000016,0.06,2.40M
692,2019-10-02,15.91,15.94,15.58,0.35999999999999943,0.36,1.94M
693,2019-10-03,15.7,15.97,15.44,0.5300000000000011,-1.33,2.34M
694,2019-10-04,15.65,15.86,15.42,0.4399999999999995,-0.32,2.52M
695,2019-10-05,15.71,15.8,15.46,0.33999999999999986,0.44,2.57M
696,2019-10-06,15.36,15.75,15.22,0.5299999999999994,-2.24,2.42M
697,2019-10-07,16.05,16.14,15.22,0.9199999999999999,4.45,2.97M
698,2019-10-08,16.04,16.34,15.82,0.5199999999999996,0.0,2.65M
699,2019-10-09,17.71,17.96,15.93,2.030000000000001,10.38,6.26M
700,2019-10-10,17.53,17.89,17.07,0.8200000000000003,-0.99,4.71M
701,2019-10-11,16.6,17.65,16.56,1.0899999999999999,-5.31,4.20M
702,2019-10-12,17.2,17.42,16.55,0.870000000000001,3.6,4.70M
703,2019-10-13,18.21,18.71,17.12,1.5899999999999999,5.86,5.15M
704,2019-10-14,18.43,18.61,17.86,0.75,1.25,4.38M
705,2019-10-15,18.44,19.13,18.12,1.009999999999998,0.05,7.09M
706,2019-10-16,17.76,18.58,17.44,1.139999999999997,-3.7,4.43M
707,2019-10-17,18.5,18.77,17.59,1.1799999999999997,4.17,4.88M
708,2019-10-18,18.2,18.74,17.71,1.0299999999999976,-1.62,3.84M
709,2019-10-19,18.17,18.42,17.86,0.5600000000000023,-0.19,3.64M
710,2019-10-20,18.47,18.57,17.75,0.8200000000000003,1.69,4.20M
711,2019-10-21,18.25,18.47,17.94,0.5299999999999976,-1.2,3.58M
712,2019-10-22,18.19,18.76,18.08,0.6800000000000033,-0.32,4.50M
713,2019-10-23,16.72,18.21,16.28,1.9299999999999997,-8.07,4.11M
714,2019-10-24,16.9,17.01,15.65,1.3600000000000012,1.06,3.58M
715,2019-10-25,18.6,19.02,15.68,3.34,10.05,6.62M
716,2019-10-26,18.93,19.66,18.06,1.6000000000000014,1.77,5.38M
